PlayerID,Team,Number,FirstName,LastName,Position,Status,Height,Weight,BirthDate,College,Experience,FantasyPosition,Active,PositionCategory,Name,Age,ExperienceString,BirthDateString,PhotoUrl,ByeWeek,UpcomingGameOpponent,UpcomingGameWeek,ShortName,AverageDraftPosition,DepthPositionCategory,DepthPosition,DepthOrder,DepthDisplayOrder,CurrentTeam,CollegeDraftTeam,CollegeDraftYear,CollegeDraftRound,CollegeDraftPick,IsUndraftedFreeAgent,HeightFeet,HeightInches,UpcomingOpponentRank,UpcomingOpponentPositionRank,CurrentStatus,UpcomingSalary,FantasyAlarmPlayerID,SportRadarPlayerID,RotoworldPlayerID,RotoWirePlayerID,StatsPlayerID,SportsDirectPlayerID,XmlTeamPlayerID,FanDuelPlayerID,DraftKingsPlayerID,YahooPlayerID,InjuryStatus,InjuryBodyPart,InjuryStartDate,InjuryNotes,FanDuelName,DraftKingsName,YahooName,FantasyPositionDepthOrder,InjuryPractice,InjuryPracticeDescription,DeclaredInactive,UpcomingFanDuelSalary,UpcomingDraftKingsSalary,UpcomingYahooSalary,TeamID,GlobalTeamID,FantasyDraftPlayerID,FantasyDraftName,UsaTodayPlayerID,UsaTodayHeadshotUrl,UsaTodayHeadshotNoBackgroundUrl,UsaTodayHeadshotUpdated,UsaTodayHeadshotNoBackgroundUpdated,PlayerSeason,LatestNews
18160,DAL,1,Jayron,Kearse,S,Active,"6'4""",215,1994-02-11T00:00:00,Clemson,1,DB,True,DEF,Jayron Kearse,29,8th Season,"February 11, 1994",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18160.png,7,ARI,3,J.Kearse,,Scrambled,Scrambled,0,,DAL,MIN,2016,1,81,False,6,4,2,,Scrambled,,304170,708e045b-17fd-4f81-87e3-8686b165a278,,11088,733747,72605,,,,29478,Scrambled,Scrambled,,Scrambled,,Jayron Kearse,Jayron Kearse,,Scrambled,Scrambled,False,,,,9,9,,,8274360,http://cdn.usatsimg.com/api/download/?imageID=21372383,http://cdn.usatsimg.com/api/download/?imageID=21372380,2023-09-08T20:43:48,2023-09-08T20:43:43,,[]
18975,DAL,2,Jourdan,Lewis,CB,Active,"5'10""",195,1995-08-31T00:00:00,Michigan,1,DB,True,DEF,Jourdan Lewis,28,7th Season,"August 31, 1995",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18975.png,7,ARI,3,J.Lewis,,Scrambled,Scrambled,0,42,DAL,DAL,2017,0,31,False,5,10,2,,Scrambled,,304867,7ff68f1d-204c-4d49-9179-ecb2514094dc,12315,12024,740759,76664,,,,30205,Scrambled,Scrambled,,Scrambled,,Jourdan Lewis,Jourdan Lewis,,Scrambled,Scrambled,False,,,,9,9,,,8250829,http://cdn.usatsimg.com/api/download/?imageID=21372420,http://cdn.usatsimg.com/api/download/?imageID=21375243,2023-09-08T20:50:14,2023-09-09T00:27:33,,[]
16568,DAL,3,Brandin,Cooks,WR,Active,"5'10""",189,1993-09-25T00:00:00,Oregon State,1,WR,True,OFF,Brandin Cooks,30,10th Season,"September 25, 1993",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/16568.png,7,ARI,3,B.Cooks,32.3,Scrambled,Scrambled,0,1,DAL,NO,2014,0,2,False,5,10,2,2,Scrambled,1732,301198,b6b954eb-4591-4b7a-86b9-a481f15fdd58,9404,9260,607864,54412,11120,29501,607864,27548,Scrambled,Scrambled,2023-09-15T00:00:00,Scrambled,Brandin Cooks,Brandin Cooks,Brandin Cooks,1,Scrambled,Scrambled,False,1998,1732,,9,9,607864,Brandin Cooks,8313658,http://cdn.usatsimg.com/api/download/?imageID=21372215,http://cdn.usatsimg.com/api/download/?imageID=21375358,2023-09-08T20:17:11,2023-09-09T00:33:01,,[]
18055,DAL,4,Dak,Prescott,QB,Active,"6'2""",238,1993-07-29T00:00:00,Mississippi State,1,QB,True,OFF,Dak Prescott,30,8th Season,"July 29, 1993",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18055.png,7,ARI,3,D.Prescott,29.0,Scrambled,Scrambled,0,0,DAL,DAL,2016,0,45,False,6,2,2,3,Scrambled,2198,304061,86197778-8d4b-4eba-affe-08ef7be7c70b,11318,11008,591816,55191,,31716,591816,29369,Scrambled,Scrambled,,Scrambled,Dak Prescott,Dak Prescott,Dak Prescott,0,Scrambled,Scrambled,False,2531,2198,,9,9,591816,Dak Prescott,8250902,http://cdn.usatsimg.com/api/download/?imageID=21372491,http://cdn.usatsimg.com/api/download/?imageID=21375364,2023-09-08T20:59:36,2023-09-09T00:33:15,,[]
14017,DAL,5,Bryan,Anger,P,Active,"6'3""",202,1988-10-06T00:00:00,California,1,P,True,ST,Bryan Anger,34,12th Season,"October 6, 1988",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14017.png,7,ARI,3,B.Anger,,Scrambled,Scrambled,0,67,DAL,JAX,2012,0,23,False,6,3,2,2,Scrambled,,302808,6ee71282-c2b8-416a-8de1-29c0185d9b7b,7541,8251,,37348,17797,,,25780,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,9,9,,,8274337,http://cdn.usatsimg.com/api/download/?imageID=21370878,http://cdn.usatsimg.com/api/download/?imageID=21370879,2023-09-08T15:56:47,2023-09-08T15:56:51,,[]
21123,DAL,6,Donovan,Wilson,S,Active,"6'0""",204,1995-02-21T00:00:00,Texas A&M,1,DB,True,DEF,Donovan Wilson,28,5th Season,"February 21, 1995",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/21123.png,7,ARI,3,D.Wilson,,Scrambled,Scrambled,0,,DAL,DAL,2019,1,71,False,6,0,2,,Scrambled,,306902,2e9ef3ac-eca5-4eb9-a41d-f404dfaae460,,13890,835844,85386,,,,32045,Scrambled,Scrambled,2023-08-29T00:00:00,Scrambled,,,,,Scrambled,Scrambled,False,,,,9,9,,,8250989,http://cdn.usatsimg.com/api/download/?imageID=21372698,http://cdn.usatsimg.com/api/download/?imageID=21372692,2023-09-08T21:19:18,2023-09-08T21:18:47,,[]
22051,DAL,7,Trevon,Diggs,CB,Active,"6'2""",195,1997-09-20T00:00:00,Alabama,0,DB,True,DEF,Trevon Diggs,26,4th Season,"September 20, 1997",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22051.png,7,ARI,3,T.Diggs,,Scrambled,Scrambled,0,41,DAL,DAL,2020,0,17,False,6,2,2,,Scrambled,,307865,02753dc9-52ac-4ed1-8086-7894d35a3bd1,,14389,932709,119098,,72340,,32721,Scrambled,Scrambled,,Scrambled,Trevon Diggs,,,,Scrambled,Scrambled,False,,,,9,9,,,8250722,http://cdn.usatsimg.com/api/download/?imageID=21372226,http://cdn.usatsimg.com/api/download/?imageID=21375351,2023-09-08T20:19:38,2023-09-09T00:32:45,,[]
24068,DAL,9,KaVontae,Turpin,WR,Active,"5'9""",153,1996-08-02T00:00:00,TCU,0,WR,True,OFF,KaVontae Turpin,27,2nd Season,"August 2, 1996",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/24068.png,7,ARI,3,K.Turpin,288.7,Scrambled,Scrambled,0,,DAL,DAL,2022,,,True,5,9,2,2,Scrambled,999,,2dfd63d0-0e8a-11ed-a8f4-191ad3c6932a,,13894,,90621,,60957,865958,34709,Scrambled,Scrambled,,Scrambled,KaVontae Turpin,KaVontae Turpin,KaVontae Turpin,0,Scrambled,Scrambled,False,1465,999,,9,9,,,8298308,http://cdn.usatsimg.com/api/download/?imageID=21372626,http://cdn.usatsimg.com/api/download/?imageID=21372625,2023-09-08T21:12:34,2023-09-08T21:12:15,,[]
19461,DAL,10,Cooper,Rush,QB,Active,"6'3""",225,1993-11-21T00:00:00,Central Michigan,1,QB,True,OFF,Cooper Rush,29,6th Season,"November 21, 1993",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19461.png,7,ARI,3,C.Rush,218.8,Scrambled,Scrambled,0,0,DAL,DAL,2017,,,True,6,3,2,3,Scrambled,1565,304861,4595c8ea-9d85-4504-8a34-2c8a02349105,,11841,694117,59857,,44715,694117,30788,Scrambled,Scrambled,,Scrambled,Cooper Rush,Cooper Rush,Cooper Rush,0,Scrambled,Scrambled,False,2031,1565,,9,9,694117,Cooper Rush,8250918,http://cdn.usatsimg.com/api/download/?imageID=21372451,http://cdn.usatsimg.com/api/download/?imageID=21372450,2023-09-08T20:56:26,2023-09-08T20:55:57,,[]
22695,DAL,11,Micah,Parsons,LB,Active,"6'3""",245,1999-05-26T00:00:00,Penn State,0,LB,True,DEF,Micah Parsons,24,3rd Season,"May 26, 1999",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22695.png,7,ARI,3,M.Parsons,,Scrambled,Scrambled,0,40,DAL,DAL,2021,0,1,False,6,3,2,,Scrambled,,,b4eab0bf-9e1f-43f8-912f-d33ac517bc46,,15182,1107581,135653,,,,33400,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,9,9,,,8274370,http://cdn.usatsimg.com/api/download/?imageID=21372449,http://cdn.usatsimg.com/api/download/?imageID=21375389,2023-09-08T20:54:15,2023-09-09T00:34:20,,[]
19867,DAL,13,Michael,Gallup,WR,Active,"6'1""",198,1996-03-04T00:00:00,Colorado State,1,WR,True,OFF,Michael Gallup,27,6th Season,"March 4, 1996",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19867.png,7,ARI,3,M.Gallup,62.6,Scrambled,Scrambled,0,1,DAL,DAL,2018,0,27,False,6,1,2,2,Scrambled,1232,305902,9e174ff2-ca0e-4e6b-96f7-90f0088f7edd,13149,12810,912070,119265,,69956,912070,31051,Scrambled,Scrambled,,Scrambled,Michael Gallup,Michael Gallup,Michael Gallup,0,Scrambled,Scrambled,False,1765,1232,,9,9,912070,Michael Gallup,8250736,http://cdn.usatsimg.com/api/download/?imageID=21372273,http://cdn.usatsimg.com/api/download/?imageID=21375299,2023-09-08T20:24:55,2023-09-09T00:30:07,,[]
23547,DAL,14,Markquese,Bell,S,Active,"6'3""",205,1999-01-06T00:00:00,Florida A&M,0,DB,True,DEF,Markquese Bell,24,2nd Season,"January 6, 1999",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/23547.png,7,ARI,3,M.Bell,,Scrambled,Scrambled,0,,DAL,DAL,2022,,,True,6,3,2,,Scrambled,,,546a44e0-d314-11ec-8b77-45b1765fd110,,16142,,126402,,,,34624,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,9,9,,,8298247,http://cdn.usatsimg.com/api/download/?imageID=21372192,http://cdn.usatsimg.com/api/download/?imageID=21375377,2023-09-08T20:12:23,2023-09-09T00:33:52,,[]
22493,DAL,15,Trey,Lance,QB,Active,"6'4""",226,2000-05-09T00:00:00,North Dakota State,0,QB,True,OFF,Trey Lance,23,3rd Season,"May 9, 2000",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22493.png,7,ARI,3,T.Lance,89.6,Scrambled,Scrambled,0,0,DAL,SF,2021,0,0,False,6,4,2,3,Scrambled,1332,,676a508c-c65f-404a-a2b0-f861a4bfd072,,15198,1130975,181092,,149696,1130975,33391,Scrambled,Scrambled,,Scrambled,Trey Lance,Trey Lance,Trey Lance,0,Scrambled,Scrambled,False,1998,1332,,9,9,,,8313685,http://cdn.usatsimg.com/api/download/?imageID=21372405,http://cdn.usatsimg.com/api/download/?imageID=21375250,2023-09-08T20:47:00,2023-09-09T00:27:53,,[]
24902,DAL,17,Brandon,Aubrey,K,Active,"6'3""",208,1995-03-14T00:00:00,Notre Dame,0,K,True,ST,Brandon Aubrey,28,1st Season,"March 14, 1995",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,7,ARI,3,B.Aubrey,296.4,Scrambled,Scrambled,0,67,DAL,DAL,2023,,,True,6,3,2,2,Scrambled,2098,,110e6fe0-1c34-11ee-8294-af17faac15de,,17649,,205853,,189471,1454349,40819,Scrambled,Scrambled,,Scrambled,Brandon Aubrey,Brandon Aubrey,,0,Scrambled,Scrambled,False,,,,9,9,,,8313644,,,,,,[]
22597,DAL,18,Jalen,Tolbert,WR,Active,"6'1""",195,1999-02-27T00:00:00,South Alabama,0,WR,True,OFF,Jalen Tolbert,24,2nd Season,"February 27, 1999",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22597.png,7,ARI,3,J.Tolbert,121.9,Scrambled,Scrambled,0,1,DAL,DAL,2022,0,29,False,6,1,2,2,Scrambled,1032,,c6fb9f3a-f8ff-4224-a5f6-4d2d09501c9c,,16010,1066424,130547,,88548,1066424,34044,Scrambled,Scrambled,,Scrambled,Jalen Tolbert,Jalen Tolbert,Jalen Tolbert,0,Scrambled,Scrambled,False,1565,1032,,9,9,,,8298306,,,,,,[]
22072,DAL,19,Noah,Igbinoghene,CB,Active,"5'11""",197,1999-11-27T00:00:00,Auburn,0,DB,True,DEF,Noah Igbinoghene,23,4th Season,"November 27, 1999",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22072.png,7,ARI,3,N.Igbinoghene,,Scrambled,Scrambled,0,41,DAL,MIA,2020,0,3,False,5,11,2,,Scrambled,,307878,b4b346b6-6175-407c-a6cd-103368a1609f,,14713,1054172,126555,,87654,,32700,Scrambled,Scrambled,,Scrambled,Noah Igbinoghene,,,,Scrambled,Scrambled,False,,,,9,9,,,8313681,http://cdn.usatsimg.com/api/download/?imageID=21372376,http://cdn.usatsimg.com/api/download/?imageID=21372366,2023-09-08T20:43:20,2023-09-08T20:42:52,,[]
20912,DAL,20,Tony,Pollard,RB,Active,"6'0""",209,1997-04-30T00:00:00,Memphis,1,RB,True,OFF,Tony Pollard,26,5th Season,"April 30, 1997",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20912.png,7,ARI,3,T.Pollard,1.9,Scrambled,Scrambled,0,0,DAL,DAL,2019,0,43,False,6,0,2,2,Scrambled,2664,306842,33b0227d-4c21-4e71-b4cd-be35f7db9123,14245,13590,880398,92034,,63759,880398,31960,Scrambled,Scrambled,,Scrambled,Tony Pollard,Tony Pollard,Tony Pollard,0,Scrambled,Scrambled,False,3130,2664,,9,9,880398,Tony Pollard,8250899,http://cdn.usatsimg.com/api/download/?imageID=21372498,http://cdn.usatsimg.com/api/download/?imageID=21375261,2023-09-08T21:00:25,2023-09-09T00:28:25,,[]
13761,DAL,21,Stephon,Gilmore,CB,Active,"6'0""",190,1990-09-19T00:00:00,South Carolina,1,DB,True,DEF,Stephon Gilmore,33,12th Season,"September 19, 1990",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13761.png,7,ARI,3,S.Gilmore,,Scrambled,Scrambled,0,42,DAL,BUF,2012,0,1,False,6,0,2,,Scrambled,832,300547,c7c6dc46-a58a-4cfc-b626-2360434671cb,7442,8165,494377,42021,17597,,494377,25720,Scrambled,Scrambled,,Scrambled,,Stephon Gilmore,Stephon Gilmore,,Scrambled,Scrambled,False,,,,9,9,,,8313670,http://cdn.usatsimg.com/api/download/?imageID=21372282,http://cdn.usatsimg.com/api/download/?imageID=21372285,2023-09-08T20:25:27,2023-09-08T20:25:54,,[]
21952,DAL,23,Rico,Dowdle,RB,Active,"6'0""",215,1998-01-06T00:00:00,South Carolina,0,RB,True,OFF,Rico Dowdle,25,4th Season,"January 6, 1998",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/21952.png,7,ARI,3,R.Dowdle,155.8,Scrambled,Scrambled,0,0,DAL,DAL,2020,,,True,6,0,2,2,Scrambled,1498,307977,bba755a2-63b6-4ac1-b806-0609816135de,,14657,933480,121068,,72297,933480,33100,Scrambled,Scrambled,,Scrambled,Rico Dowdle,Rico Dowdle,Rico Dowdle,0,Scrambled,Scrambled,False,1565,1498,,9,9,,,8250726,http://cdn.usatsimg.com/api/download/?imageID=21372222,http://cdn.usatsimg.com/api/download/?imageID=21372220,2023-09-08T20:19:07,2023-09-08T20:18:50,,[]
22881,DAL,24,Israel,Mukuamu,S,Active,"6'4""",205,1999-11-28T00:00:00,South Carolina,0,DB,True,DEF,Israel Mukuamu,23,3rd Season,"November 28, 1999",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22881.png,7,ARI,3,I.Mukuamu,,Scrambled,Scrambled,0,41,DAL,DAL,2021,1,76,False,6,4,2,,Scrambled,,,7111b5cc-d74b-416b-9c93-c2fdf7ad193e,,15216,,134497,,,,33615,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,9,9,,,8274365,http://cdn.usatsimg.com/api/download/?imageID=21372448,http://cdn.usatsimg.com/api/download/?imageID=21372447,2023-09-08T20:53:21,2023-09-08T20:53:02,,[]
22733,DAL,25,Nahshon,Wright,CB,Injured Reserve,"6'4""",185,1998-09-23T00:00:00,Oregon State,0,DB,True,DEF,Nahshon Wright,25,3rd Season,"September 23, 1998",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22733.png,7,ARI,3,N.Wright,,Scrambled,Scrambled,,,DAL,DAL,2021,0,33,False,6,4,2,,Scrambled,,,884b6094-1ebd-4b72-b957-ad33a3ab984f,,15549,,143440,,,,33487,Scrambled,Scrambled,2023-08-29T00:00:00,Scrambled,,,,,Scrambled,Scrambled,True,,,,9,9,,,8274377,http://cdn.usatsimg.com/api/download/?imageID=21372662,http://cdn.usatsimg.com/api/download/?imageID=21375369,2023-09-08T21:17:18,2023-09-09T00:33:28,,[]
23605,DAL,26,DaRon,Bland,CB,Active,"6'0""",197,1999-07-12T00:00:00,Fresno State,0,DB,True,DEF,DaRon Bland,24,2nd Season,"July 12, 1999",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/23605.png,7,ARI,3,D.Bland,,Scrambled,Scrambled,0,42,DAL,DAL,2022,1,56,False,6,0,2,,Scrambled,,,5c2a334e-5fe6-4434-ac23-6b252356c48b,,16273,,182288,,,,34123,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,9,9,,,8298249,,,,,,[]
20923,DAL,27,Sheldrick,Redwine,S,Practice Squad,"6'0""",196,1996-11-06T00:00:00,Miami (FL),1,DB,True,DEF,Sheldrick Redwine,26,5th Season,"November 6, 1996",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20923.png,7,ARI,3,S.Redwine,,Scrambled,Scrambled,,,DAL,CLE,2019,0,40,False,6,0,2,,Scrambled,,306839,32b601e7-4491-479a-895a-2f96add83e09,,13537,,92184,,,,31951,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,9,9,,,8277507,http://cdn.usatsimg.com/api/download/?imageID=17256042,http://cdn.usatsimg.com/api/download/?imageID=16582638,2021-11-29T14:05:42,2021-08-18T18:08:20,,[]
